Mode,Nom,Catégorie,Calories,Coût total,Coût par part,Temps de préparation,Temps de cuisson,Ingrédients,Étapes,Image,URL
Mode Sans gluten,"Oeufs cocotte dans leur nid de pommes de terre rissolées, sans gluten",Plat,549 Kcal,2.67Euros€,(1.34€/part),15 min,5 min,2pommes de terremoyennes; 1/2oignonen dés; 1 cuillère à thé d'herbes salées; huile neutre; beurre; persilhaché; 100 g decheddarrâpé; 2 grosoeufs; poivre du moulin,"Peler les pommes de terre et les râper. Les essorer dans un linge propre pour en extraire le plus de liquide possible. Les faire rissoler, avec l'oignon haché et les herbes salées, dans l'huile et le beurre. | Retirer du feu et ajouter le fromage râpé. Bien mêler. Déposer ce mélange dans deux cocottes beurrées et former un petit creux ou nid au milieu, à l'aide d'une cuillère. Casser un œuf sur chaque plat. | Poivrer, si désiré, mais ne pas saler à cause des herbes qui le sont déjà. | Dans la recette, on conseille de faire chauffer les cocottes 5 minutes, à puissance moyenne du four à micro-ondes, sans oublier de percer le jaune pour éviter l'explosion.",Image non trouvée,https://www.ptitchef.com/recettes/plat/oeufs-cocotte-dans-leur-nid-de-pommes-de-terre-rissolees-sans-gluten-fid-1292467
Mode Sans gluten,Crêpes sans gluten pomme de terre - maïs - purée d'amandes,Goûter,65 Kcal,1.56Euros€,(0.1€/part),12 min,5 min,500 g depommes de terre; 2oeufs; 2 cuillères à soupe de farine demaïs; 20 cl de lait; 2 cuillères à soupe de sucre de canne complet (sucanat); 1 belle cuillère à soupe de purée d'amandes,"Éplucher et cuire les pommes de terre dans l'eau non salée. | Écraser à la fourchette avec le lait. | Ajouter farine, sucre, purée d'amandes et jaunes d’œuf. | Battre les blancs avec une pincée de sel et verser au mélange précédent. | Laisser reposer 20 minutes. | Former de petites crêpes dans une poêle anti-adhésive. | Servir avec un peu de sirop d'agave ou de pâte à tartiner diététique.",Image non trouvée,https://www.ptitchef.com/recettes/gouter/crepes-sans-gluten-pomme-de-terre-mais-puree-d-amandes-fid-1291940
Mode Sans gluten,Boulettes de poisson sans gluten et sans lactose et deux façons de les déguster,Plat,48 Kcal,1.84Euros€,(0.18€/part),10 min,15 min,"1 livre de filet de turbot, ou autre poisson blanc, coupé gros morceaux (500 g); 1oeuf; 2 échalotes vertes hachées; 1 cuillère à soupe depersilciselé; 1 cuillère à soupe decoriandreciselée (ou 2 cubes de coriandre surgelée TOPPITS); 50 g de chapelure sans gluten; 3/4 cuillères à thé de sel; poivredu moulin","Mettre tous les ingrédients dans le bol du robot et actionner jusqu'à l'obtention d'un mélange bien lisse. | Façonner des boulettes d'égale grosseur et les déposer sur une plaque. | Les placer au frigo pour qu'elles deviennent un peu plus fermes. | À ce stade, on peut les congeler, en tout ou en partie, sur une plaque et les mettre ensuite dans un sac à congélation. | Préparer une sauce tomate. | Ajouter délicatement le nombre de boulettes désirées, en les nappant de sauce. | Attendre la prise d'un léger frémissement, puis baisser le feu. | Laisser mijoter 15 minutes, à couvert, à feu très doux. | On peut les servir avec des pâtes sans gluten ou de la semoule, toujours sans gluten. | Le deuxième soir, c'est dans un bouillon de volaille que nous les avons dégustées et c'était tout aussi délicieux. | Lorsque le bouillon bouillonne, y déposer les boulettes, couvrir et baisser le feu. | Cuire environ 15 minutes.",Image non trouvée,https://www.ptitchef.com/recettes/plat/boulettes-de-poisson-sans-gluten-et-sans-lactose-et-deux-facons-de-les-deguster-fid-1273662
Mode Sans gluten,"Velouté de carottes à l'indienne, sans gluten et sans lactose",Entrée,Non spécifié,Non spécifié,Non spécifié,10 min,20 min,"1 cuillère à soupe de beurre clarifié; 1oignon, coupé grossièrement; 1 grossepomme de terreou 2 petites, en cubes; 4 ou 5 grossescarottesen tronçons; 1 cuillère à thé decurcuma; 1 cuillère à thé de poudre de cari; 4 tasses de bouillon de volaille chaud; sel etpoivredu moulin; 4 cubes de coriandre hachée surgelée","Dans une grande casserole, faire fondre le beurre clarifié. Ajouter l'oignon et cuire jusqu'à ce qu'il devienne transparent, sans prendre couleur. | Ajouter les cubes de pomme de terre et les tronçons de carottes et remuer pour bien les enrober de beurre. | Ajouter le curcuma, la poudre de cari et le poivre et mélanger pour bien enrober les légumes. Verser le bouillon et porter à ébullition. | Couvrir et baisser l'intensité du feu. Lorsque les légumes sont tendres, assaisonner de sel et broyer au mélangeur à main. | Verser dans des assiettes creuses et ajouter un cube de coriandre sur chacune.",Image non trouvée,https://www.ptitchef.com/recettes/entree/veloute-de-carottes-a-l-indienne-sans-gluten-et-sans-lactose-fid-1260930
Mode Sans gluten,"Consommé de pintade forestière, sans gluten et sans lactose",Plat,Non spécifié,Non spécifié,Non spécifié,12 min,10 min,"1 carcasse depintade(ou autre volaille); 6 tasses d'eau froide; 1oignoncoupé en 4; 1 ou 2 branches decéleri, coupées en tronçons, avec les feuilles si possible; 1 ou 2 branche de persil frais; 1 feuille de laurier; gros sel marin; sel de céleri; 4 ou 5 grains depoivre; 1 bocal de champignons sauvages séchés de 40 g","Mettre tous les ingrédients dans une grande marmite et porter à ébullition. | Baisser le feu juste assez pour conserver un léger frémissement et laisser mijoter ainsi, à découvert, environ une heure. | Goûter et, si le goût convient, retirer du feu et laisser tiédir avant de couler. | Par contre, si le goût est un peu fade, poursuivre la cuisson encore une trentaine de minutes. | Faire tremper les champignons dans de l'eau tiède environ 15 minutes. | Les égoutter puis les plonger dans de l'eau bouillante pendant 10 minutes. | Rincer et égoutter.",https://www.ptitchef.com/imgupl/recipe/consomme-de-pintade-forestiere-sans-gluten-et-sans-lactose--md-424674p661097.jpg,https://www.ptitchef.com/recettes/plat/consomme-de-pintade-forestiere-sans-gluten-et-sans-lactose-fid-1248003
Mode Sans gluten,"Biscuits à la mélasse et au gingembre confit, sans gluten",Apéritif,220 Kcal,Non spécifié,Non spécifié,12 min,5 min,"½ tasse de beurre ou margarine, ramolli (110 g); ½ tasse de cassonade, foncée dans mon cas (60 g); ½ tasse de mélasse (200 g); 1oeuf; 1 ¾ tasses de mélange de farines sans gluten (250 g); 1 ½ cuillère à thé de bicarbonate de soude; 1 cuillère à thé se sel; ½ tasse de gingembre confit coupé en très petits morceaux; ½ tasse de lait sans lactose (125 ml)","Préchauffer le four à 375°F (190°C) et préparer des plaques à biscuits en les recouvrant de papier parchemin. | Dans un bol, tamiser la farine, le bicarbonate de soude et le sel. | Ajouter les morceaux de gingembre et agiter pour qu'ils soient bien enrobés de farine. Réserver. | Dans le bol du mélangeur (malaxeur), déposer le beurre, le sucre, la mélasse et l’œuf. | Battre à vitesse moyenne en raclant bien les parois du bol avec une spatule. | Si le malaxeur est muni d'un couvercle anti-éclaboussures, c'est le temps de l'utiliser. | Tout en battant, ajouter la farine en alternant avec le lait. | Malaxer jusqu'à l'obtention d'un mélange homogène. | Déposer par cuillères à thé sur les plaques à biscuits en espaçant bien. | Glisser les plaques au four et cuire une dizaine de minutes, en retournant les plaques au bout de 5 minutes. | Faire refroidir sur une grille.",Image non trouvée,https://www.ptitchef.com/recettes/aperitif/biscuits-a-la-melasse-et-au-gingembre-confit-sans-gluten-fid-1178475
Mode Sans gluten,Gâteau choc'amande et sa crème anglaise végétale (sans gluten),Dessert,1442 Kcal,Non spécifié,Non spécifié,10 min,5 min,1 yaourt; lait de brebis; 60 g de sucre roux de canne (ou+ selon le gout); 2oeufsbattus; 120 g de farine de riz complet; 1 cuillère àcaféde bicarbonate; 100 g d'amandesfraîchement moulues en poudre avec la peau; 60 ml d'huile d'olive; 100 g dechocolat(66% de cacao min) fondu; 1 cuillère à café d'agar agar; 100 ml de lait de riz; 45 g de sucre blond; 1 cuillère à café de vanille en poudre; 300 ml de lait de riz; 300 ml de crème soja,"Mélanger 1 yaourt au lait de brebis, 60 g de sucre roux de canne (ou+ selon le gout), et 2 œufs battus. | Ajouter 120 g de farine de riz complet, 1 cuillère à café de bicarbonate, 100 g d'amandes fraîchement moulues en poudre avec la peau, 60 ml d'huile d'olive et 100 g de chocolat (66% de cacao min) fondu. | Faire cuire pendant 30 minutes dans le four préchauffé th.6. | Pour la crème anglaise végétale : Diluer 1 cuillère à café d'agar agar dans 100 ml de lait de riz. | Ajouter 45 g de sucre blond, et 1 cuillère à café de vanille en poudre. | Porter à ébullition, laisser frémir 30 secondes. | Hors du feu, incorporer 300 ml de lait de riz et 300 ml de crème soja. | Laisser tiédir. Passer au mixeur et réfrigérer avant de servir.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/gateau-choc-amande-et-sa-creme-anglaise-vegetale-sans-gluten-fid-1178468
Mode Sans gluten,"Sablés à la lavande et aux pignons de pin, sans gluten",Autre,Non spécifié,Non spécifié,Non spécifié,10 min,10 min,1/3 de tasse de beurre demi-sel ramolli; 4 cuillères à soupe de sucre dont 1 cuillère à soupe de sucre à la lavande; 1 tasse de farine sans gluten; 1 pincée de sel; 2 cuillères à soupe demiel; ½ à 1 cuillère à thé de fleurs de lavande comestible; quelques pignons ou noix de pin,"Mélanger le sucre, le miel, le sel et le beurre ramolli jusqu'à l'obtention d'un mélange crémeux. | Tamiser la farine et l'incorporer, petit à petit, dans le mélange à l'aide d'une spatule ou d'une cuillère de bois. | Ajouter la lavande. Déposer cette pâte sur un papier film, en façonner un rouleau et réfrigérer environ une heure. | Préchauffer le four à 350°F . | Couper le rouleau de pâte en tranches d'environ ¼ de pouce ou 8 mm et déposer sur une plaque recouverte d'un papier parchemin. | Décorer de quelques noix de pin légèrement torréfiées à la poêle. Cuire 10 minutes en inversant les plaques à mi-cuisson.",https://www.ptitchef.com/imgupl/recipe/sables-a-la-lavande-et-aux-pignons-de-pin-sans-gluten--md-418100p653094.jpg,https://www.ptitchef.com/recettes/autre/sables-a-la-lavande-et-aux-pignons-de-pin-sans-gluten-fid-1152534
Mode Sans gluten,Mélange parfait de farines sans gluten,Autre,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,environ 3 tasses ou 420 g; 2 tasses de farine de riz blanc sans gluten (275 g); 2/3 tasse de fécule depommes de terre(pas de farine) (100 g); 1/3 tasse de farine ou fécule detapioca(c'est la même chose) (45 g); 1 cuillère à thé de gomme xanthane,"Mettre le tout dans un grand saladier et bien mêler à l'aide d'un fouet à main. | Il est important de toujours tamiser le mélange lors de son utilisation. | Cela sert à l'aérer et donne ainsi de meilleurs résultats. | Bientôt, une recette de délicieux muffins aux framboises et à la noix de coco.",Image non trouvée,https://www.ptitchef.com/recettes/autre/melange-parfait-de-farines-sans-gluten-fid-1127687
Mode Sans gluten,Pain sans gluten à la map,Autre,Non spécifié,Non spécifié,Non spécifié,15 min,15 min,250 ml d'eau; 1 cuillère àcaféde sel; 1 cuillère à soupe d'huile d'olive; 225 g de Mix B Schär; 25 g de farine de sarrasin; 1 cuillère à soupe de graines de pavot; 1 cuillère à café de gomme de guar; 1 sachet de levure de boulanger,Mettre tous les ingrédients dans l'ordre indiqué dans un saladier et mélanger énergiquement avec une spatule avant de mettre dans la cuve. | Mélanger avant pour être sûr que ce soit bien amalgamé. | Les farines sans gluten ne se mélangeant pas bien si l'on met directement les ingrédients dans la cuve.,Image non trouvée,https://www.ptitchef.com/recettes/autre/pain-sans-gluten-a-la-map-fid-1113439
Mode Sans gluten,"Petites crèmes dessert à la badiane et à la cannelle, sans gluten et sans lactose",Dessert,Non spécifié,Non spécifié,Non spécifié,20 min,1 heure,"2 tasses de lait sans lactose, 1% MG (500 ml); 2 étoiles debadiane; 1 bâton decannelle; 2oeufs+ 3 jaunes; 1/3 de tasse de sucre (80 g)","Verser le lait dans un bol ou une grande tasse allant au four à micro-ondes. Ajouter les étoiles de badiane et le bâton de cannelle. Porter à ébullition en chauffant quelques minutes à la fois afin d'éviter que le liquide ne déborde. | Retirer et laisser infuser pendant une dizaine de minutes. Filtrer la préparation. | Bien battre les œufs entiers, les jaunes et le sucre jusqu'à l'obtention d'une mousse légère. Verser le lait en filet, tout en battant au fouet. | Répartir la préparation dans les petits ramequins individuels et mettre ceux-ci dans un plat à four. Verser de l'eau chaude dans le plat jusqu'à mi-hauteur des ramequins. | Enfourner à 300°F (150°C), sans préchauffer le four, pendant 1 heure. Retirer les ramequins du four et laisser refroidir à température ambiante. Réfrigérer jusqu'au moment de servir. | Il est intéressant d'avoir ce genre de petites crèmes au frigo car elles sont légères et peuvent combler un petit creux à n'importe quel moment de la journée.",https://www.ptitchef.com/imgupl/recipe/petites-cremes-dessert-a-la-badiane-et-a-la-cannelle-sans-gluten-et-sans-lactose--md-414894p649327.jpg,https://www.ptitchef.com/recettes/dessert/petites-cremes-dessert-a-la-badiane-et-a-la-cannelle-sans-gluten-et-sans-lactose-fid-1102494
Mode Sans gluten,"Faux pâté chinois à la polenta, sans gluten",Plat,758 Kcal,10.19Euros€,(2.55€/part),15 heures,30 min,"1 tasse desemoulede maïs (la plus fine) (150 g); 1 cuillère  à thé d'huile d'olive; 3 tasses d'eau (750 ml); sel; poivredu moulin; 3 cuillères à soupe de beurre; 1/2 tasse de fromageparmesanrâpé (80 g); 1 tasse de petits pois verts surgelés; 1 lb deboeufhaché (450 g); 2 cuillères à soupe d'huile; 1 gros oignon émincé; 2 gousses d'ail hachées finement; 1 cuillère à thé d'herbes du maquis corse (thym, basilic, romarin); sel; poivre du moulin","Faire chauffer l'huile sur feu moyen-doux et y jeter la semoule de maïs; remuer pour bien humecter. | Ajouter l'eau, saler et poivrer, et brasser régulièrement jusqu'à ce que le liquide soit absorbé et que la polenta se détache des bords de la casserole. | Ajouter le beurre, le parmesan (en conserver un peu pour le dessus) et les pois à peine décongelés. Rectifier l'assaisonnement. Réserver le temps de préparer le mélange de viande. | Préchauffer le four à 375°F (190°C) et préparer un plat à gratin ou quatre plats individuels. | Faire chauffer l'huile dans une poêle à frire et ajouter l'oignon; le faire cuire à feu moyen jusqu'à ce qu'il soit translucide. | Ajouter l'ail et les herbes et cuire pendant une minute. | Ajouter le boeuf haché et le faire cuire à feu moyennement élevé jusqu'à ce qu'il ne reste plus aucune trace de rouge. | Saler et poivrer au goût. Étaler cette viande au fond du moule à gratin ou des moules individuels. | Déposer la polenta sur le mélange de viande et saupoudrer le reste du fromage. | Enfourner et cuire pendant environ 30 minutes. | Augmenter la température du four à ""broil"" et faire dorer le fromage.",Image non trouvée,https://www.ptitchef.com/recettes/plat/faux-pate-chinois-a-la-polenta-sans-gluten-fid-1096952
Mode Sans gluten,"Biscuits croquants à la polenta et à la purée de pistache, sans gluten",Autre,335 Kcal,Non spécifié,Non spécifié,25 min,8 min,80 g de beurre pommade; 25 g de sucre cassonade; 45 g demiel; 1oeuf; 100 g depolentafine instantanée; 150 g de farine mix maison; 2 cuillères à soupe de purée depistaches,"Avec une fourchette écraser le beurre avec le sucre et le miel. | Ajouter l’œuf, la purée de pistaches, la polenta et bien mélanger. | Incorporer petit à petit la farine mix maison pour obtenir une pâte souple. | Former un boudin, rouler dans un film plastique et mettre au frigo au moins 1 h. | Préchauffer le four à 200°C. | Découper le boudin de pâte en tranches de 1 cm environ. Un peu de sucre cassonade sur les bords si vous le désirez. | Et disposez sur une plaque de four recouverte de papier sulfurisé. | Faire cuire 8 mn et laisser refroidir.",Image non trouvée,https://www.ptitchef.com/recettes/autre/biscuits-croquants-a-la-polenta-et-a-la-puree-de-pistache-sans-gluten-fid-1048271
